 SIX AA 13 1 180
 4000 .86 -94 2.27 95 .04 36 .72 -49
 5000 .83 -116 2.17 75 .04 24 .70 -62 
 7000 .74 -158 1.93 35 .05 14 .66 -92 
 9000 .69 166 1.68 -1 .05 10 .62 -126 
 12000 .63 119 1.41 -53 .08 -9 .65 -178 
 HPM S2 12 1000 12000 
 1000 .932 161 1.93 -29 .011 127 1.017 -15
 1500 .943 153 1.92 -44 .023 126 1.046 -31
 2000 .964 144 1.95 -59 .039 120 1.068 -45
 2500 .986 134 1.97 -76 .061 113 1.100 -59
 3000 1.015 115 1.95 -114 .117 93 1.168 -91 
 4000 1.023 106 1.87 -133 .154 84 1.193 -108
 4500 1.014 96 1.79 -155 .186 70 1.202 -127 
 5000 .986 88 1.65 -174 .217 58 1.215 -143
 7000 .857 61 1.06 109 .267 17 .996 157 
 9000 .760 44 .76 60 .238 -10 .935 131
 10000 .725 27 .72 29 .288 -24 .899 113 
 12000 .645 -24 .67 -25 .320 -58 .820 92
 HPM S3 12 100 6000 
 100 .74 -15 20.2 10.2 171 -38 .01 83 .99 -5
 200 .73 -30 19.9 9.88 162 -33 .02 75 .97 -10 
 400 .71 -57 19.0 8.87 146 -28 .04 63 .89 -19 
 600 .69 -78 17.7 7.71 134 -25 .06 54 .80 -24 
 800 .67 -94 16.5 6.65 124 -24 .06 47 .73 -28 
 1000 .65 -107 15.2 5.78 117 -23 .07 42 .67 -30 
 1500 .63 -128 12.6 4.25 103 -22 .08 37 .58 -32 
 2000 .62 -140 10.5 3.33 94 -22 .08 35 .53 -32
 3000 .61 -154 7.3 2.32 81 -21 .09 35 .50 -35 
 4000 .60 -161 5.8 1.79 71 -20 .10 37 .49 -38 
 5000 .60 -166 3.3 1.47 62 -19 .11 39 .49 -43 
 6000 .59 -169 2.0 1.25 55 -18 .12 40 .49 -47 
 HPM S4 11 100 4000 
 100 .651 -74 30.6 34.04 146 -37.2 .014 59 .851 -23 
 200 .714 -113 27.8 24.66 125 -33.9 .020 43 .659 -33
 300 .741 -132 25.3 18.41 114 -32.9 .023 36 .539 -36
 400 .754 -143 23.2 14.46 107 -32.3 .024 33 .471 -36
 600 .765 -155 20.0 9.99 98 -31.7 .026 32 .405 -34
 800 .768 -162 17.6 7.60 93 -31.2 .028 33 .377 -34
 1000 .770 -166 15.7 6.11 89 -30.7 .029 35 .365 -34 
 1500 .770 -171 12.2 4.09 81 -29.3 .034 41 .358 -38 
 2000 .769 -174 9.8 3.07 74 -28.0 .040 44 .364 -43
 3000 .763 -177 6.2 2.05 63 -25.7 .052 48 .389 -55
 4000 .756 -179 3.7 1.53 53 -23.8 .064 48 .423 -66
 FUJ AA 10 500 4000
  500 .960  176  2.378   67  .011   36  .622  -174
 1000 .945  172  1.160   43  .017   43  .634   180
 1500 .937  170   .783   26  .025   44  .672   173
 1700 .965  168   .701   16  .028   41  .686   169
 2000 .975  166   .620    5  .034   40  .696   163
 2300 .919  158   .521   -6  .040   37  .716   157
 2500 .942  154   .496  -15  .046   32  .748   153
 3000 .921  143   .470  -35  .065   17  .801   141
 3500 .891  122   .435  -58  .086   -6  .839   131
 4000 .858   90   .418  -90  .116  -31  .792   113
 FUJ BB 11 2000 12000
 2000 .885  -52   2.380  130 .022   54  .825   -30
 3000 .870  -70   2.080  111 .026   40  .795   -41
 4000 .831  -87   1.928   93 .028   33  .793   -48
 5000 .767 -103   1.824   77 .028   26  .787   -54
 6000 .700 -123   1.728   61 .028   18  .767   -61
 7000 .651 -145   1.676   42 .030    5  .753   -73
 8000 .620 -168   1.617   22 .034  -11  .727   -88
 9000 .594  171   1.499    1 .038  -31  .695  -104
 10000 .544 151   1.352  -20 .044  -51  .669  -124
 11000 .513 130   1.225  -41 .047  -65  .667  -142
 12000 .478 117   1.059  -62 .065  -77  .673  -159
 FUJ CC 11 2000 12000
 2000 .875  -70   2.991  121 .033   42  .693   -38
 3000 .875  -91   2.503  100 .037   30  .674   -51
 4000 .846 -110   2.249   80 .040   20  .669   -61
 5000 .798 -129   2.076   63 .042   10  .655   -70
 6000 .759 -150   1.901   45 .042   -1  .625   -81
 7000 .744 -171   1.786   25 .044  -16  .604   -96
 8000 .741  168   1.671    5 .048  -32  .578  -115
 9000 .729  150   1.517  -15 .052  -50  .551  -134
 10000 .697 132   1.348  -36 .058  -67  .542  -153
 11000 .679 114   1.216  -56 .055  -75  .552  -170
 12000 .646 102   1.098  -75 .079  -83  .572   176
 FUJ DD 11 2000 12000
 2000  .811 -111  4.111   99 .040   26  .486   -57
 3000  .821 -131  3.072   79 .039   17  .494   -71
 4000  .799 -150  2.522   58 .038   10  .502   -82
 5000  .771 -170  2.168   41 .036    4  .498   -93
 6000  .761  171  1.830   24 .035   -2  .489  -107
 7000  .771  153  1.628    5 .034  -13  .495  -125
 8000  .776  138  1.423  -12 .035  -25  .499  -145
 9000  .767  124  1.226  -32 .036  -39  .505  -164
 10000 .755  110  1.060  -49 .038  -52  .523   179
 11000 .752   96   .916  -66 .032  -49  .553   166
 12000 .709   84   .0830 -82 .063  -55  .570   157
 FUJ EE 20 2000 12000
 2000  .848  -120.2  3.263   88.9   .064   10.5  .532  -64.9
 2500  .826  -138.6  2.821   75.5   .072    8.3  .528  -77.8
 3000  .819  -147.2  2.426   64.5   .069   -2.3  .532  -85.6
 3500  .803  -156.1  2.088   53.7   .067   -9.9  .544  -94.0
 4000  .797  -165.0  1.827   43.2   .066  -14.9  .563 -102.4
 4500  .802  -172.6  1.635   33.4   .063  -19.3  .584 -110.2
 5000  .809  -178.8  1.491   24.4   .060  -24.1  .604 -117.3
 5500  .814   176.1  1.378   16.2   .057  -29.7  .621 -123.7
 6000  .813   171.3  1.286    8.5   .055  -36.0  .635 -129.7
 6500  .805   166.4  1.210     .7   .053  -42.4  .646 -135.4
 7000  .793   160.9  1.148   -7.2   .052  -48.3  .657 -140.8
 7500  .779   154.7  1.102  -15.7   .053  -53.3  .667 -145.9
 8000  .763   147.6  1.072  -24.5   .053  -57.1  .677 -151.0
 8500  .749   139.7  1.055  -33.6   .054  -60.0  .685 -155.9
 9000  .735   130.8  1.050  -43.0   .055  -62.1  .692 -160.8
 9500  .722   121.1  1.052  -52.4   .057  -63.8  .696 -165.7
 10000 .708   110.5  1.054  -62.0   .058  -65.6  .697 -170.9
 10500 .693    98.5  1.054  -72.0   .060  -67.9  .694 -176.4
 11000 .681    84.5  1.050  -83.0   .062  -71.1  .688  177.5
 12000 .685    49.3  1.050 -110.0   .068 -81.1  .673  162.5
 FUJ FF 20 2000 12000
 2000  .861  -153.5  3.309   77.2   .048   -1.4  .317 -107.3
 2500  .856  -164.4  2.793   65.1   .050    4.7  .356 -119.2
 3000  .866  -173.9  2.342   53.7   .050   -6.6  .385 -125.9
 3500  .855   178.7  1.981   43.3   .048  -13.7  .423 -123.6
 4000  .842   172.5  1.709   33.7   .044  -16.9  .464 -138.7
 4500  .836   167.0  1.511   24.7   .040  -18.6  .500 -144.0
 5000  .837   161.9  1.368   16.3   .037  -20.0  .530 -148.7
 5500  .842   156.6  1.261    8.2   .034  -22.2  .555 -153.0
 6000  .845   151.1  1.179     .2   .033  -25.5  .575 -157.2
 6500  .844   144.9  1.113   -7.8   .032  -29.5  .593 -161.3
 7000  .836   138.0  1.058  -16.2   .033  -33.9  .610 -165.5
 7500  .824   130.2  1.012  -25.1   .034  -38.1  .626 -169.6
 8000  .809   121.5   .975  -34.6   .036  -41.9  .640 -173.8
 8500  .796   111.8   .947  -44.5   .038  -45.4  .651 -178.1
 9000  .786   101.2   .926  -54.7   .041  -48.6  .658  177.4
 9500  .781    90.1   .910  -65.2   .043  -51.7  .660  172.5
 10000 .782    78.6   .896  -75.9   .045  -54.8  .656  166.9
 10500 .787    66.9   .879  -86.8   .047  -58.3  .645  160.3
 11000 .792    54.9   .857  -98.4   .049  -62.3  .629  152.1
 12000 .800    29.0   .799 -126.3   .052  -72.1  .613  129.3
 FUJ GG 20 2000 12000
 2000  .869  -166.8  2.508   70.1   .045   -7.2  .437 -165.4
 2500  .893  -175.2  2.057   57.5   .049     .2  .471 -166.6
 3000  .857   179.0  1.678   48.8   .046  -10.0  .481 -168.9
 3500  .857   173.4  1.414   40.5   .043  -15.1  .504 -171.1
 4000  .858   168.5  1.235   32.4   .041  -16.3  .533 -173.5
 4500  .863   164.5  1.111   24.5   .038  -16.7  .559 -176.2
 5000  .868   161.0  1.014   16.9   .035  -18.0  .581 -179.3
 5500  .870   157.7   .936    9.4   .033  -21.0  .597  177.1
 6000  .868   154.2   .867    1.9   .031  -25.5  .610  173.2
 6500  .865   150.3   .806   -5.9   .030  -30.8  .621  169.0
 7000  .860   146.0   .753  -13.9   .030  -35.9  .631  164.7
 7500  .856   141.1   .707  -22.2   .031  -40.1  .640  160.2
 8000  .852   135.6   .669  -30.8   .032  -43.2  .648  155.7
 8500  .849   129.6   .638  -39.6   .033  -45.2  .655  151.1
 9000  .847   123.1   .615  -48.4   .034  -46.6  .660  146.4
 9500  .845   116.0   .593  -57.2   .035  -47.8  .663  141.3
 10000 .843   108.4   .574  -66.0   .035  -49.4  .664  135.9
 10500 .841   100.0   .556  -75.1   .036  -52.1  .664  129.8
 11000 .839    90.8   .539  -84.7   .037  -56.4  .664  128.8
 12000 .843    68.8   .512 -106.8   .040  -71.9  .670  105.6
 FUJ NN 9 500 4000
 500 .81 177 7.88 79 .013 43 .50 -57
 1000 .80 161 4.18 48 .820 43 .52 -85 
 1500 .74 145 2.84 21 .830 34 .59 -109
 2000 .67 123 2.28 -6 .841 19 .64 -131
 2300 .60 102 2.09 -24 .045 10 .68 -139 
 2500 .55 85 1.95 -37 .053 1 .72 -149 
 3000  .48 23 1.59 -73 .058 -36 .79 -171
 3500 .56 -41 1.16 -111 .049 -82 .83 167
 4000 .65 -84 .76 -147 .033 -166 .81 148
 FUJ OO 9 500 4000
 500 .77 -173 7.14 81 .021 26 .52 -54 
 1000 .78 169 3.77 50 .026 22 .54 -80 
 1500 .72 153 2.54 22 .032 14 .61 -104
 2000 .65 133 2.03 -5 .039 4 .66 -125 
 2300 .58 116 1.88 -22 .046 -3 .71 -134 
 2500 .52 100 1.76 -35 .051 -11 .73 -142
 3000 .41 40 1.49 -70   .058 -42 .79 -164 
 3500 .46 -32 1.11 -109 .053 -86 .80 175
 4000 .58 -81 .77 -146 .044 -152 .79 157
 FUJ PP 9 500 4000
 500 .87 178 5.76 75 .024 40 .23 -121 
 1000 .87 163 2.97 51 .038 56 .26 -147
 1500 .87 149 1.93 27 .054 56 .34 -168
 2000 .88 135 1.45 6 .074 49 .45 171
 2300 .88 124  1.22 -7 .086 45 .52 157
 2500 .87 118 1.10 -15 .093 40 .57 150
 3000 .82 108 .83 -37 .098 26 .67 132 
 3500 .83 93 .68 -50 .105 22 .69 122
 4000 .81 67 .58 -67 .107 16 .74 116
 FUJ QQ 9 500 4000
 500 .93 175 4.06 71 .020 48 .42 -172 
 1000 .93 164 2.03 48 .034 59 .45 171 
 1500 .93 152 1.30 27 .049 55 .52 157 
 2000 .93 141 .93 7 .064 49 .61 143 
 2300 .92 130 .77 -4 .071 45  .67 134 
 2500 .90 125 .69 -11 .075 41 .70 130 
 3000 .87 124 .50 -25 .079 32 .78 119 
 3500 .92 112  .41 -36 .083 29 .80 113
 4000 .85 94 .32 -48 .077 27 .83 107
 PLE AA 13 2000 14000 
 2000 .96 -20 1.62 151 .03 74 .87 -15 
 3000 .92 -26 1.65 141 .05 69 .85 -21 
 4000 .87 -40 1.74 126 .07 58 .83 -29 
 5000 .80 -58 1.71 109 .08 48 .80 -40 
 6000 .76 -67 1.58 96 .08 44 .80 -46
 7000 .70 -75 1.59 88 .10 47 .78 -49
 8000 .61 -98 1.70 72 .12 37 .71 -60
 9000 .58 -121 1.53 56 .11 26 .67 -74 
 10000 .57 -134 1.46 44 .11 22 .66 -81
 11000 .56 -142 1.31 33 .11 19 .66 -89
 12000 .51 -155 1.36 25 .12 17 .61 -92
 13000 .57 +171 1.35 7 .12 8 .50 -109 
 14000 .64 +170 1.12 -4 .11 4 .49 -134
 PLE BB 11 2000 12000 
 2000 .96 -32.2 1.42 141.9 .05 60.9 .83 -21.9 
 3000 .91 -47.8 1.40 129.5 .06 54.5 .79 -26.3 
 4000 .87 -63.4 1.46 111 .09 41 .76 -39.8 
 5000 .80 -84.8 1.46 90.4 .10 27.4 .73 -49.5
 6000 .71 -100.9 1.38 69 .11 17 .71 -62.5 
 7000 .60 -120.9 1.23 54.6 .13 4.6 .68 -66.5
 8000 .62 -137.3 1.39 45.1 .15 5.1 .64 -74.2
 9000 .57 -160.8 1.36 25.9 .15 -7.1 .57 -91.2 
 10000 .52 -178.8 1.31 7.4 .15 -19.6 .54 -107 
 11000 .51 161.4 1.28 -4.9 .13 -23.9 .58 -119.1 
 12000 .45 136.6 1.32 -21.3 .14 -28.3 .55 -118.9
 PLE CC 7 4000 16000
 4000 .93 -35 1.4 136 .05 62 .8 -20 
 6000 .91 -52 1.38 116 .08 57 .81 -32 
 8000 .80 -76 1.35 91 .11 47 .73 -44
 10000 .74 -99 1.3 66 .10 38 .64 -54
 12000 .64 -122 1.24 58 .13 34 .59 -68
 14000 .66 -150 1.19 32 .12 23 .60 -80
 16000 .59 -168 1.14 20 .12 19 .55 -92
 PLE DD 5 8000 16000
 8000 .56 -175 2.02 45 .07 31 .69 -52 
 10000 .55 141 1.79 17 .07 35 .64 -67 
 12000 .51 103 1.65 -10 .09 33 .67 -81
 14000 .68 71 1.42 -37 .11 19 .52 -108
 16000 .58 43 1.38 -61 .16 9 .69 -128 
 PLE EE 7 4000 16000
 4000 .92 -58 1.76 113 .09 44 .72 -37 
 6000 .9 -84 1.7 86 .12 30 .74 -52
 8000 .74 -126 1.62 55 .15 9 .59 -74
 10000 .59 -145 1.53 31 .15 -5 .54 -90
 12000 .55 157 1.48 2 .16 -27 .37 -112
 14000 .53 122 1.36 -23 .15 -42 .29 -154
 16000 .55 89 1.26 -44 .15 -48 .32 173
 PLE FF 13 4000 16000 
 4000  0.9    -64  1.73  117  .06  43    .75   -38
 5000  0.88   -78  1.7   104  .07  36    .72   -46
 6000  0.86   -92  1.66   89  .08  30    .69   -55
 7000  0.82  -110  1.62   70  .09  25    .67   -64
 8000  0.77  -127  1.58   55  .1   20    .65   -73
 9000  0.74  -142  1.53   42  .09  16.5  .63   -83
 10000 0.715 -154  1.48   31  .09  13    .62   -92
 11000 0.69  -172  1.44   20  .09  10    .61  -100
 12000 0.68   172  1.39   10  .09   7    .59  -113
 13000 0.67   155  1.33    0  .09   4.5  .48  -125
 14000 0.66   141  1.29   -9  .09   2    .57  -139
 15000 0.65   130  1.23  -15  .08  -0.5  .56  -150
 16000 0.65   119  1.19  -22  .09  -2.5  .55  -157
 PLE GG 13 4000 16000 
 4000  0.87   -78  2.37  112  .04  43    .74   -35
 5000  0.84   -94  2.24   99  .04  37    .72   -44
 6000  0.81  -112  2.14   85  .05  37    .71   -53
 7000  0.78  -113  2.04   70  .05  34    .69   -62
 8000  0.76  -150  1.94   55  .05  37    .68   -70
 9000  0.74  -164  1.85   44  .06  47    .67   -70
 10000 0.72  -178  1.77   30  .06  46    .65   -84
 11000 0.71   166  1.68   20  .07  49    .64   -95
 12000 0.70   150  1.6     6  .07  44    .63  -100
 13000 0.69   134  1.53   -4  .08  43    .63  -114
 14000 0.67   121  1.47  -15  .09  37    .62  -125
 15000 0.66   110  1.4   -25  .11  38    .62  -136
 16000 0.66   100  1.34  -34  .13  34    .61  -149
 PLE HH 20 2000 21000 
 2000  0.98   -15   .94  157  .015 79    .89   -12
 3000  0.98   -20   .93  153  .019 77    .91   -12.5
 4000  0.97   -25   .92  148  .022 75    .91   -13
 5000  0.97   -30   .91  142  .025 74    .90   -14
 6000  0.95   -36   .90  136  .028 73    .90   -15
 7000  0.94   -42   .90  129  .030 72    .90   -17
 8000  0.92   -47   .89  122  .032 71    .88   -20
 9000  0.90   -53   .88  115  .033 70    .88   -24
 10000 0.88   -58   .87  108  .035 70    .88   -27
 11000 0.86   -64   .86  102  .036 69    .89   -30
 12000 0.84   -70   .79   95  .037 68    .90   -33
 13000 0.81   -77   .75   87  .039 68    .90   -37
 14000 0.79   -83   .72   80  .040 67    .90   -39
 15000 0.77   -90   .70   73  .042 67    .91   -42
 16000 0.75   -97   .68   65  .043 66    .91   -44
 17000 0.73  -103   .67   58  .045 66    .92   -46
 18000 0.71  -110   .65   52  .046 66    .93   -48
 19000 0.70  -117   .64   45  .048 65    .93   -50
 20000 0.68  -123   .63   38  .049 65    .93   -51
 21000 0.66  -129   .62   32  .051 64    .94   -53
 PLE II 20 2000 21000 
 2000  0.98   -21  1.60  157  .009 77    .87   -12
 3000  0.96   -28  1.55  151  .009 78    .88   -12
 4000  0.95   -35  1.51  144  .009 81    .88   -12.5
 5000  0.93   -42  1.49  137  .010 85    .88   -12.5
 6000  0.91   -50  1.46  131  .011 89    .88   -13.5
 7000  0.89   -58  1.44  125  .013 97    .87   -15.5
 8000  0.86   -66  1.42  118  .015 109   .86   -19
 9000  0.82   -73  1.40  111  .018 123   .86   -23
 10000 0.79   -80  1.37  103  .021 131   .87   -26
 11000 0.76   -87  1.34   95  .024 136   .87   -29
 12000 0.73   -95  1.21   87  .028 138   .89   -31.5
 13000 0.70  -103  1.13   80  .032 136   .89   -34
 14000 0.68  -112  1.07   72  .036 134   .90   -36.5
 15000 0.65  -120  1.02   65  .040 131   .90   -39
 16000 0.62  -129   .98   59  .046 126   .91   -41
 17000 0.59  -138   .95   52  .051 118   .92   -43.5
 18000 0.57  -147   .92   46  .056 107   .93   -46
 19000 0.54  -156   .90   40  .061 100   .94   -47.5
 20000 0.52  -164   .87   34  .065  94   .94   -49.5
 21000 0.50  -172   .86   29  .070  89   .95   -51
 PLE JJ 20 2000 21000 
 2000  0.97   -26  1.82  153  .03   74   .79   -18
 3000  0.95   -34  1.74  144  .035  67   .79   -20
 4000  0.93   -43  1.66  134  .039  64   .79   -24
 5000  0.9    -54  1.59  125  .042  62   .79   -29
 6000  0.88   -64  1.52  115  .045  61   .78   -34
 7000  0.85   -75  1.46  106  .048  60   .78   -39
 8000  0.83   -85  1.40   97  .05   60   .77   -44
 9000  0.81   -93  1.34   90  .052  61   .77   -49
 10000 0.79  -101  1.29   80  .055  63   .77   -54
 11000 0.77  -110  1.24   72  .057  65   .77   -60
 12000 0.75  -116  1.19   64  .059  67   .77   -65
 13000 0.74  -123  1.14   55  .061  69   .77   -70
 14000 0.72  -130  1.10   47  .063  71   .77   -75
 15000 0.70  -137  1.06   38  .066  72   .77   -81
 16000 0.68  -144  1.03   31  .068  71   .77   -85
 17000 0.66  -153  1.00   23  .07   65   .77   -90
 18000 0.65  -164   .97   16  .072  60   .77   -95
 19000 0.63  -171   .94   10  .074  50   .78   -99
 20000 0.61     2   .91    4  .077  45   .78  -104
 21000 0.59    10   .89    0   .08  41   .78  -108
 PLE KK 20 2000 21000 
 2000  0.95   -38  2.95  150  .02   75   .73   -15
 3000  0.92   -48  2.77  140  .02   74   .73   -17
 4000  0.89   -60  2.60  130  .02   78   .73   -21
 5000  0.85   -72  2.41  120  .02   83   .73   -26
 6000  0.83   -84  2.25  110  .025  90   .73   -31
 7000  0.80   -96  2.09  100  .03   97   .73   -36
 8000  0.78  -107  1.96   90  .035 104   .74   -42
 9000  0.75  -118  1.84   81  .04  110   .74   -47
 10000 0.73  -128  1.73   73  .045 114   .75   -52
 11000 0.71  -136  1.64   64  .053 115   .76   -58
 12000 0.70  -145  1.55   56  .06  115   .77   -62
 13000 0.68  -153  1.47   47  .065 113   .77   -68
 14000 0.67  -161  1.40   40  .07  110   .78   -72
 15000 0.66  -168  1.33   33  .08  106   .79   -77
 16000 0.64  -175  1.26   27  .09  100   .80   -81
 17000 0.63  -180  1.20   22  .10   93   .81   -86
 18000 0.62   174  1.14   16  .11   86   .82   -90
 19000 0.62   169  1.10   11  .12   77   .82   -94
 20000 0.61   164  1.04    7  .13   65   .83   -98
 21000 0.60   160   .98    3  .14   50   .84  -102
 CTC AA 8 100 3000
 100   .56  -137   22    124  .005   50  .74   -18
 200   .67  -158   13    103  .011   40  .64   -19
 400   .70  -178    7     83  .02    40  .56   -24
 600   .72   167    4.7   68  .014   46  .56   -30
 1000  .73   149    2.8   46  .03    48  .58   -44
 1500  .77   130    1.9   22  .052   50  .56   -64
 2000  .78   112    1.5    5  .07    46  .59   -87
 3000  .80    77     .85 -35  .132   25  .62  -135
 CTC BB 8 100 3000
 100   .70  -168   21     99  .010   45  .30   -48
 200   .73  -176   10     88  .016   55  .23   -40
 400   .75   173    5.5   73  .024   60  .20   -36
 600   .76   164    3.7   63  .032   60  .19   -48
 1000  .78   150    2.2   44  .051   58  .23   -69
 1600  .81   130    1.3   15  .080   52  .26  -105
 2000  .83   116    1.0    2  .096   46  .30  -128
 3000  .86    87     .60 -60  .15    25  .46  -176
 CTC CC 8 100 3000
 100   .71  -159   23.5  111  .012   10  .50   -42
 200   .80  -174   19     96  .014   30  .35   -42
 400   .81   171    6.6   77  .02    40  .30   -42
 600   .83   162    4.5   65  .025   45  .28   -50
 1000  .85   145    2.6   44  .03    50  .30   -66
 1600  .85   124    1.6   16  .05    50  .32   -99
 2000  .88   108    1.2    0  .07    44  .37  -120
 3000  .91    78     .68 -50  .12    24  .50  -169
 CTC DD 7 500 3000
 500   .83   179    5.1   71  .03    20  .28   -79
 750   .84   169    3.5   54  .03    25  .31   -92
 1000  .84   161    2.6   41  .03    29  .36  -103
 1500  .82   146    1.74  14  .04    37  .48  -125
 2000  .81   129    1.36 -10  .06    38  .59  -144
 2500  .74   106    1.17 -39  .08    28  .68  -161
 3000  .60    64    1.05 -71  .11     6  .78  -176
 CTC EE 7 500 3000
 500   .91   174    3.54  69  .02    26  .30  -147
 750   .92   168    2.38  54  .02    34  .34  -149
 1000  .92   163    1.75  42  .03    38  .40  -151
 1500  .91   153    1.15  18  .04    42  .51  -160
 2000  .92   144     .83   0  .05    43  .61  -171
 2500  .90   134     .65 -21  .07    39  .70   176
 3000  .88   122     .54 -37  .09    32  .76   165
 CTC FF 7 100 3000
 100   .87  -172   12.4  107  .02    19  .40  -124
 500   .92   173    2.6   69  .02    27  .42  -159
 1000  .94   164    1.3   42  .03    41  .51  -165
 1500  .94   156     .83  20  .04    45  .60  -172
 2000  .93   149     .59   1  .05    45  .69   176
 2500  .93   140     .46 -13  .06    42  .75   166
 3000  .93   133     .36 -27  .08    35  .81   155
 TRW  AA  11  100  2000  50 
   100     .497 -120.6    15.69  107.4     .029   46.2     .516  -43.1
   150     .477 -137.8    11.74   98.4     .042   59.5     .471  -41.0
   200     .465 -151.9     9.38   91.3     .039   54.4     .398  -45.8
   250     .465 -161.7     7.69   85.2     .048   55.2     .401  -50.1
   350     .474 -175.3     5.71   75.9     .062   57.3     .378  -57.2
   450     .491  175.7     4.54   66.5     .075   61.0     .377  -62.8
   600     .513  164.8     3.42   55.6     .096   62.6     .395  -74.8
   800     .533  154.8     2.57   40.9     .125   61.1     .418  -90.0
  1100     .535  139.8     1.94   20.8     .181   57.9     .476 -107.4
  1500     .593  117.2     1.43   -1.0     .272   47.8     .543 -136.9
  2000     .694   83.3     1.12  -23.7     .388   28.6     .680 -172.2
 TRW  BB  11  100  2000  50 
   100     .493 -127.0    16.00  105.7     .031   53.7     .496  -42.2
   150     .468 -143.4    11.87   97.0     .042   61.4     .455  -41.4
   200     .468 -156.0     9.48   90.2     .038   54.5     .380  -45.7
   250     .468 -165.2     7.77   84.2     .048   57.7     .385  -49.9
   350     .477 -177.8     5.75   74.9     .061   60.6     .367  -56.4
   450     .498  173.9     4.58   65.7     .074   62.7     .367  -62.2
   600     .520  163.8     3.45   54.8     .096   63.9     .387  -74.0
   800     .541  154.1     2.58   40.0     .126   61.7     .412  -89.5
  1100     .545  139.3     1.94   19.8     .182   58.2     .473 -106.8
  1500     .605  117.0     1.43   -2.1     .273   48.1     .543 -136.7
  2000     .710   82.8     1.10  -24.6     .390   28.6     .679 -172.2
 TRW  CC  11  100  2000  50 
   100     .478 -122.7    16.58  106.6     .024   45.4     .506  -40.4
   150     .458 -139.7    12.30   97.8     .039   60.0     .477  -38.2
   200     .452 -153.3     9.85   90.9     .038   53.7     .406  -42.1
   250     .450 -162.9     8.08   84.9     .047   59.8     .410  -45.9
   350     .457 -176.2     6.00   75.7     .059   60.1     .386  -52.6
   450     .478  175.1     4.76   66.4     .072   62.4     .387  -57.8
   600     .501  164.6     3.59   55.6     .092   64.0     .405  -69.4
   800     .521  154.9     2.69   40.9     .119   61.9     .427  -84.3
  1100     .524  140.4     2.02   21.0     .173   58.5     .484 -101.5
  1500     .585  118.0     1.49   -1.1     .257   49.2     .546 -130.7
  2000     .692   83.8     1.15  -24.1     .370   30.6     .682 -166.5
 TRW  DD  11  100  2000  50 
   100     .677 -117.8    19.39  113.4     .033   36.0     .525  -50.1
   150     .659 -135.2    14.67  104.3     .039   47.3     .447  -47.3
   200     .655 -148.5    11.83   97.3     .034   34.9     .341  -56.2
   250     .658 -157.7     9.74   91.5     .040   40.1     .341  -57.0
   350     .665 -170.7     7.24   82.8     .047   38.7     .286  -62.7
   450     .686 -179.6     5.76   74.2     .049   42.1     .262  -65.6
   600     .706  170.4     4.36   64.7     .058   46.9     .259  -72.6
   800     .726  161.1     3.21   51.9     .068   49.5     .259  -83.5
  1100     .735  148.1     2.39   33.4     .091   52.3     .286  -95.9
  1500     .806  132.0     1.76   13.0     .130   51.2     .318 -124.8
  2000     .957  107.0     1.37  -11.1     .190   41.2     .464 -160.7
 TRW  EE  11  100  2000  50 
   100     .674 -124.1    19.82  111.3     .029   43.2     .485  -50.3
   150     .658 -140.6    14.86  102.5     .036   48.1     .416  -48.4
   200     .659 -153.2    11.94   95.8     .030   33.9     .320  -55.4
   250     .663 -161.5     9.82   90.1     .039   40.5     .320  -56.4
   350     .671 -173.4     7.28   81.6     .044   41.3     .274  -61.1
   450     .695  178.3     5.77   73.0     .047   44.9     .253  -63.7
   600     .716  168.9     4.36   63.7     .056   49.5     .252  -70.5
   800     .736  160.0     3.20   50.7     .067   52.1     .255  -81.4
  1100     .744  147.3     2.37   32.3     .091   54.1     .286  -94.0
  1500     .818  131.4     1.73   11.8     .130   52.8     .320 -123.3
  2000     .968  106.2     1.33  -11.9     .192   42.2     .468 -160.2
 TRW  FF  11  100  2000  50 
   100     .665 -119.6    20.51  112.6     .024   42.7     .514  -43.6
   150     .652 -137.3    15.45  103.5     .035   47.1     .460  -40.6
   200     .649 -150.2    12.55   96.9     .030   33.9     .356  -46.8
   250     .651 -159.0    10.26   91.0     .037   42.2     .358  -47.9
   350     .661 -171.7     7.61   82.4     .041   41.8     .310  -51.1
   450     .682  179.7     6.05   73.7     .044   45.3     .291  -52.9
   600     .704  170.1     4.57   64.4     .052   50.4     .288  -59.4
   800     .724  161.0     3.36   51.5     .063   52.9     .288  -69.6
  1100     .734  148.1     2.49   33.3     .085   55.4     .316  -82.2
  1500     .809  132.1     1.82   12.9     .122   55.1     .334 -109.7
  2000     .959  107.0     1.41  -10.8     .183   45.2     .462 -148.8
 TRW   GG  11  500  4000  50
   500     .783 -175.3     5.28   73.7     .039   14.6     .383  -86.9
   600     .788 -179.8     4.50   68.1     .041   12.6     .384  -92.8
   700     .790  175.9     3.82   61.9     .041   11.6     .395  -98.0
   900     .795  168.7     2.97   50.0     .042    9.6     .424 -106.5
  1100     .797  161.1     2.42   39.0     .044   10.4     .464 -115.3
  1400     .781  152.8     1.88   22.5     .048    7.9     .518 -126.3
  1700     .764  144.4     1.52    9.0     .052    8.0     .575 -136.1
  2100     .742  138.6     1.20   -4.8     .059    6.5     .638 -146.1
  2600     .703  121.5      .97  -25.5     .071   -1.1     .710 -158.0
